date,fund,fund_type,price,nav,income
2007-08-13,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1028.61,340720048.38,
2007-08-14,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1022.77,338787966.09,
2007-08-15,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1015.23,336288541.22,
2007-08-16,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,999.55,331094667.42,
2007-08-17,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,996.0,329919176.91,
2007-08-20,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1006.94,333544498.4,
2007-08-21,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,971.72,321876549.29,
2007-08-22,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,971.44,321785391.06,
2007-08-23,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,974.55,322814386.97,
2007-08-24,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,972.55,322149983.82,
2007-08-27,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,972.31,322071497.49,
2007-08-28,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,970.68,321532743.5,
2007-08-29,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,966.28,320073323.36,
2007-08-30,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,970.01,321308875.7,
2007-08-31,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,964.94,319630379.26,
2007-09-03,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,971.91,321940592.82,
2007-09-04,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,973.3,322398370.35,
2007-09-05,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,971.64,321850543.26,
2007-09-06,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,970.57,321494726.76,
2007-09-07,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,965.47,319805873.27,
2007-09-10,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,960.42,318134328.65,
2007-09-11,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,959.35,317780200.55,
2007-09-12,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,954.72,316246029.94,
2007-09-13,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,951.85,315294942.99,
2007-09-14,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,952.89,315639616.57,
2007-09-17,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,947.2,312457525.66,
2007-09-18,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,947.44,313579672.48,
2007-09-19,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,960.19,316643799.24,
2007-09-20,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,956.68,315814882.69,
2007-09-21,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,956.08,316261655.28,
2007-09-24,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,951.98,314644647.14,
2007-09-25,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,952.46,315560290.01,
2007-09-26,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,953.78,316599892.2,
2007-09-27,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,959.32,319890395.53,
2007-09-28,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,958.2,318474994.63,
2007-10-01,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,955.04,315849032.45,
2007-10-02,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,965.79,320179340.78,
2007-10-03,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,965.04,319274795.76,
2007-10-04,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,964.73,314518418.39,
2007-10-05,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,962.28,312841183.8,
2007-10-08,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,960.19,312143270.49,
2007-10-09,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,960.87,312061926.45,
2007-10-10,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,961.05,311933076.05,
2007-10-11,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,957.85,311142089.44,
2007-10-12,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,958.84,310892490.17,
2007-10-15,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,962.22,311322701.45,
2007-10-16,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,960.82,310583847.55,
2007-10-17,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,964.37,312806652.28,
2007-10-18,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,971.76,317757808.07,
2007-10-19,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,969.91,317060895.32,
2007-10-22,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,957.8,313017639.53,
2007-10-23,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,964.62,315445421.1,
2007-10-24,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,968.91,316746994.05,
2007-10-25,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,977.49,321586480.05,
2007-10-26,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,984.69,323286121.51,
2007-10-29,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,992.16,324846082.43,
2007-10-30,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,991.11,324089453.58,
2007-10-31,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1001.94,326684322.79,
2007-11-01,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1006.09,327862232.66,
2007-11-02,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1002.17,326552770.15,
2007-11-06,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1005.17,324571771.67,
2007-11-07,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1003.58,323974948.27,
2007-11-08,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1009.89,326419994.62,
2007-11-09,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1012.08,325929450.52,
2007-11-12,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1009.42,320897488.12,
2007-11-13,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1008.46,321604384.97,
2007-11-14,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1011.34,321217295.43,
2007-11-15,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1013.36,321752616.73,
2007-11-16,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1010.34,320721753.41,
2007-11-19,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1007.51,318065374.46,
2007-11-20,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1000.98,316622320.21,
2007-11-21,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,991.92,313606142.96,
2007-11-22,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,984.01,312116582.81,
2007-11-23,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,979.38,310494274.16,
2007-11-26,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,982.23,311307753.77,
2007-11-27,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,980.93,311175394.17,
2007-11-28,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,977.5,314690896.35,
2007-11-29,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,983.45,317570330.48,
2007-11-30,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,986.68,316445517.04,
2007-12-03,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,991.83,317531213.14,
2007-12-04,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,991.16,317450224.89,
2007-12-05,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,997.25,320958225.13,
2007-12-06,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1006.85,323980554.09,
2007-12-07,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1009.26,324756648.13,
2007-12-10,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1013.69,326435203.14,
2007-12-11,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1017.47,329239445.33,
2007-12-12,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1016.6,330080553.97,
2007-12-13,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1016.47,329687160.78,
2007-12-14,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1015.37,331305891.47,
2007-12-17,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1015.77,331323485.22,
2007-12-18,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1021.44,331920620.16,
2007-12-19,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1024.15,330185065.6,
2007-12-20,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1025.36,331473256.27,
2007-12-21,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1024.1,330330695.71,
2007-12-24,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1019.6,326489141.67,
2007-12-25,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1018.62,327366063.43,
2007-12-26,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1018.07,326594135.97,
2007-12-27,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1017.83,325319132.46,
2007-12-28,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1023.01,330787846.69,
2007-12-29,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1022.88,324180783.0,
2008-01-09,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1027.62,325013550.39,
2008-01-10,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1029.77,327400720.22,
2008-01-11,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1033.74,330552858.52,
2008-01-14,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1030.94,331088954.64,
2008-01-15,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1038.38,335073699.54,
2008-01-16,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1021.38,329580493.26,
2008-01-17,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1015.75,328507708.53,
2008-01-18,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,1010.58,328420342.33,
2008-01-21,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,984.08,314560776.81,
2008-01-22,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,952.58,308238995.46,
2008-01-23,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,955.68,308896707.99,
2008-01-24,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,960.5,312244328.79,
2008-01-25,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,957.2,314059490.79,
2008-01-28,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,933.24,306527673.84,
2008-01-29,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,932.51,309521248.88,
2008-01-30,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,924.0,311376250.17,
2008-01-31,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,905.08,308147287.88,
2008-02-01,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,910.1,310411178.53,
2008-02-04,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,916.18,312070985.7,
2008-02-05,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,914.69,312338104.96,
2008-02-06,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,905.11,310188104.05,
2008-02-07,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,901.02,315662582.38,
2008-02-08,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,902.65,316118283.25,
2008-02-11,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,901.58,313370581.64,
2008-02-12,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,909.04,316311420.33,
2008-02-13,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,911.76,318242970.59,
2008-02-14,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,921.4,321803064.64,
2008-02-15,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,913.24,318607265.03,
2008-02-18,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,924.13,321552947.01,
2008-02-19,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,932.49,324689069.62,
2008-02-20,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,930.44,323768791.61,
2008-02-21,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,931.63,324726004.42,
2008-02-22,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,927.68,324253863.49,
2008-02-26,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,930.2,324669999.76,
2008-02-27,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,931.61,324953532.55,
2008-02-28,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,929.28,324313831.09,
2008-02-29,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,919.41,320811348.51,
2008-03-03,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,910.39,315698413.59,
2008-03-04,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,911.02,316736363.96,
2008-03-05,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,907.05,315722925.14,
2008-03-06,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,909.96,316460355.21,
2008-03-07,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,901.65,313212602.51,
2008-03-11,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,902.53,313097305.8,
2008-03-12,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,918.59,318770428.25,
2008-03-13,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,910.7,313701434.95,
2008-03-14,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,911.54,314022943.63,
2008-03-17,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,881.13,300747190.5,
2008-03-18,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,877.28,299433829.8,
2008-03-19,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,879.4,299372862.47,
2008-03-20,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,867.82,295220936.59,
2008-03-21,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,869.31,295265104.54,
2008-03-24,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,871.07,295285362.72,
2008-03-25,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,876.99,297496949.45,
2008-03-26,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,857.81,286040098.82,
2008-03-27,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,855.42,285244229.5,
2008-03-28,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,851.2,283447820.2,
2008-03-31,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,859.02,285964495.79,
2008-04-01,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,849.36,282707292.12,
2008-04-02,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,856.16,284502798.91,
2008-04-03,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,857.58,284982096.96,
2008-04-04,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,851.38,282919041.96,
2008-04-07,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,853.08,282817750.04,
2008-04-08,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,843.65,279650276.57,
2008-04-09,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,847.92,281055279.64,
2008-04-10,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,851.22,281944458.4,
2008-04-11,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,850.27,281369509.42,
2008-04-14,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,844.36,278388289.73,
2008-04-15,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,848.19,279670764.31,
2008-04-16,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,853.01,281155914.21,
2008-04-17,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,854.15,281480787.62,
2008-04-18,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,854.1,282333002.75,
2008-04-21,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,853.41,281312338.12,
2008-04-22,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,853.43,281223929.1,
2008-04-23,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,851.17,280526942.63,
2008-04-24,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,849.37,279976483.59,
2008-04-25,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,852.78,280468071.79,
2008-04-28,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,852.14,280166200.12,
2008-04-29,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,854.82,281048512.47,
2008-04-30,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,853.37,280295262.86,
2008-05-04,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,859.17,281447484.8,
2008-05-05,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,863.96,283064413.89,
2008-05-06,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,866.55,283897346.51,
2008-05-07,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,869.88,284802153.61,
2008-05-08,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,872.37,285586399.46,
2008-05-12,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,874.89,286672889.24,
2008-05-13,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,883.97,290410416.15,
2008-05-14,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,887.53,291538863.08,
2008-05-15,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,887.71,291947246.77,
2008-05-16,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,889.93,291253284.92,
2008-05-19,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,892.32,290699570.28,
2008-05-20,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,889.03,290432570.59,
2008-05-21,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,891.36,290383636.61,
2008-05-22,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,887.41,289101979.75,
2008-05-23,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,884.73,286771225.03,
2008-05-26,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,875.64,280094763.11,
2008-05-27,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,872.32,279133566.81,
2008-05-28,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,873.42,278112713.52,
2008-05-29,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,877.15,279305694.24,
2008-05-30,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,878.57,280778316.78,
2008-06-02,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,877.44,280516275.49,
2008-06-03,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,876.8,280316468.81,
2008-06-04,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,871.53,278389767.01,
2008-06-05,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,873.53,279145715.7,
2008-06-06,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,879.11,281404477.56,
2008-06-07,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,871.77,279086338.68,
2008-06-09,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,871.58,279026972.07,
2008-06-10,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,867.43,276729767.92,
2008-06-11,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,868.86,277256538.75,
2008-06-16,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,871.87,278100781.46,
2008-06-17,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,874.3,278874633.06,
2008-06-18,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,875.03,278171864.08,
2008-06-19,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,873.57,276770926.6,
2008-06-20,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,870.19,275580722.54,
2008-06-23,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,864.34,268044485.58,
2008-06-24,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,859.36,266415826.24,
2008-06-25,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,844.73,260559186.39,
2008-06-26,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,839.76,259026578.28,
2008-06-27,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,830.92,256390459.25,
2008-06-30,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,820.72,252475758.09,
2008-07-01,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,816.82,251257333.33,
2008-07-02,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,816.91,251268619.34,
2008-07-03,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,810.81,249228829.23,
2008-07-04,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,811.23,248867608.23,
2008-07-07,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,813.29,249324168.83,
2008-07-08,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,809.81,248151447.81,
2008-07-09,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,810.32,248357571.83,
2008-07-10,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,808.6,247256520.58,
2008-07-11,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,799.33,244511771.31,
2008-07-14,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,791.54,241861864.89,
2008-07-15,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,783.65,239406459.62,
2008-07-16,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,778.11,237411344.26,
2008-07-17,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,762.9,232728925.36,
2008-07-18,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,758.06,230255828.99,
2008-07-21,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,760.38,230704021.93,
2008-07-22,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,753.07,228516311.87,
2008-07-23,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,755.68,229184892.35,
2008-07-24,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,757.36,229292597.31,
2008-07-25,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,729.31,220734405.74,
2008-07-28,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,725.48,218966360.82,
2008-07-29,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,710.03,214220863.97,
2008-07-30,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,710.12,214423021.36,
2008-07-31,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,710.43,214516789.42,
2008-08-01,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,712.52,215148924.58,
2008-08-04,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,711.33,214704859.5,
2008-08-05,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,697.27,210878733.06,
2008-08-06,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,697.44,213063336.5,
2008-08-07,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,692.74,211478667.46,
2008-08-08,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,675.76,206171314.13,
2008-08-11,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,667.52,203017340.98,
2008-08-12,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,684.29,208117735.0,
2008-08-13,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,685.61,208519256.56,
2008-08-14,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,685.19,207786443.84,
2008-08-15,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,686.7,207898258.9,
2008-08-18,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,686.26,204325598.17,
2008-08-19,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,675.62,201157086.03,
2008-08-20,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,676.63,201458215.4,
2008-08-21,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,671.86,199893975.57,
2008-08-22,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,668.57,198934397.75,
2008-08-25,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,665.26,196576932.55,
2008-08-26,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,637.3,188768250.68,
2008-08-27,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,634.34,187817260.55,
2008-08-28,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,627.84,185672785.41,
2008-08-29,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,626.13,185070535.18,
2008-09-01,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,635.31,187373667.81,
2008-09-02,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,639.16,188510419.11,
2008-09-03,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,625.44,184492049.12,
2008-09-04,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,614.12,181167687.27,
2008-09-05,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,589.75,174022481.12,
2008-09-08,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,602.31,177710159.18,
2008-09-09,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,591.18,174430468.56,
2008-09-10,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,560.6,165433864.78,
2008-09-11,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,548.34,161860122.21,
2008-09-12,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,545.64,160994188.86,
2008-09-15,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,533.44,154120374.18,
2008-09-16,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,489.12,141315970.74,
2008-09-17,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,468.39,135329583.33,
2008-09-18,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,468.85,135209039.38,
2008-09-19,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,489.92,141234230.57,
2008-09-22,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,494.76,143088093.39,
2008-09-23,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,486.8,141111582.68,
2008-09-24,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,491.93,142700465.36,
2008-09-25,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,479.24,138969542.16,
2008-09-26,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,471.19,136635588.99,
2008-09-29,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,467.7,135701645.94,
2008-09-30,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,457.04,132595531.03,
2008-10-01,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,460.01,133355845.31,
2008-10-02,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,452.98,131317643.88,
2008-10-03,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,438.46,126669357.94,
2008-10-06,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,410.5,118465147.21,
2008-10-07,Фонд Новые возможности (ранее - Фонд Потребительский сектор),open,395.52,114102684.03,
